company_id,company_name,location,company_type,primary_color,secondary_colour
377,Bridgetown Store,SG|Singapore,RetailStores,#87CEFA,#4682B4
378,Logan Store,PA|Panama,RetailStores,#87CEFA,#4682B4
379,Stirling Store,RU|Russian Federation,RetailStores,#87CEFA,#4682B4
380,Wendell Store,PA|Panama,RetailStores,#87CEFA,#4682B4
381,Idaho Store,SG|Singapore,RetailStores,#87CEFA,#4682B4
382,Kim Store,SA|Saudi Arabia,RetailStores,#87CEFA,#4682B4
383,Schlitz Store,PA|Panama,RetailStores,#87CEFA,#4682B4
384,Shreveport Store,SA|Saudi Arabia,RetailStores,#87CEFA,#4682B4
385,Bailey Store,RU|Russian Federation,RetailStores,#87CEFA,#4682B4
386,Amos Store,PL|Poland,RetailStores,#87CEFA,#4682B4
387,Inverness Store,PA|Panama,RetailStores,#87CEFA,#4682B4
388,Wallace Store,PL|Poland,RetailStores,#87CEFA,#4682B4
389,Larry Store,PA|Panama,RetailStores,#87CEFA,#4682B4
390,Alberich Store,RU|Russian Federation,RetailStores,#87CEFA,#4682B4
391,Ross Store,PL|Poland,RetailStores,#87CEFA,#4682B4
392,Deere Store,PL|Poland,RetailStores,#87CEFA,#4682B4
393,Canterbury Store,PA|Panama,RetailStores,#87CEFA,#4682B4
394,Tigris Store,SA|Saudi Arabia,RetailStores,#87CEFA,#4682B4
395,Thruway Store,SG|Singapore,RetailStores,#87CEFA,#4682B4
396,Khmer Store,PL|Poland,RetailStores,#87CEFA,#4682B4
397,Bologna Store,RU|Russian Federation,RetailStores,#87CEFA,#4682B4
398,Technion Store,RU|Russian Federation,RetailStores,#87CEFA,#4682B4
399,Siegfried Store,SA|Saudi Arabia,RetailStores,#87CEFA,#4682B4
